FileNo,BirdMamm,SpNo,SglMtp,Species,Bmass,logBm,NoBroods,MeanBS,MeanSires,MP,mean.q,sd.q,q2.5,q97.5,mean.nsires,sd.nsires,nsires2.5,nsires97.5,mean.nmates,sd.nmates,nmates2.5,nmates97.5,mean.estM,sd.estM,estM2.5,estM97.5,mean.est.pmult,sd.est.pmult,est.pmult2.5,est.pmult97.5,mean.avgR,sd.avgR,avgR2.5,avgR97.5,mean.avgM,sd.avgM,avgM2.5,avgM97.5,pred_pmult,pred_pmult_lcl,pred_pmult_ucl,resid_pmult,resid_pmult_lcl,resid_pmult_ucl
149,2,133,a,"North American Beaver, Castor canadensis",18124.41,4.258,9,3.7,1.6,0.556,0.48718976,0.027425308,0.432718173,0.540773161,1.711111111,0.933862803,1,4,4.824843333,2.904287551,2,12,3.523460328,1.936507993,1.874031496,8.43622978,0.769137492,0.014258624,0.744985675,0.800215929,1.970200757,0.07486163,1.825106805,2.119936557,3.294664203,0.187571868,2.95872672,3.697556751,0.761388351,0.749809539,0.779001026,0.205388351,0.193809539,0.223001026
150,2,134,a,"Brazilian guinea pig, Cavia aperea",524.38,2.72,15,3.9,1.3,0.267,0.399479365,0.019980212,0.361142905,0.438914773,1.633333333,0.819891865,1,4,5.278906,3.266105819,2,14,4.098928515,2.070420799,2.307525492,9.358184786,0.748609904,0.004078199,0.744897644,0.759387178,1.805688242,0.053196202,1.705588966,1.912601476,3.262412492,0.163918268,2.961850638,3.599683074,0.769231794,0.757514074,0.786761679,0.502231794,0.490514074,0.519761679
151,2,135,a,"White-toothed shrew, Crocidura russula",9.89,0.995,42,2.3,1,0,0.519119039,0.015301818,0.489854016,0.549775774,1.326190476,0.625474951,1,3,3.719748571,2.097921578,2,9,2.556915739,1.208805708,1.826240509,5.875780171,0.662828613,0.004498254,0.656676412,0.673570397,1.466354432,0.018773511,1.430985697,1.50452557,1.928015458,0.056879822,1.818923364,2.041424521,0.660578652,0.654050319,0.674580414,0.660578652,0.654050319,0.674580414
152,2,136,a,"Asian lesser wihte-toothed shrew, Crocidura shantungensis",9.5,0.978,18,3,1.3,0.277,0.470488514,0.020436228,0.430334859,0.510446426,1.561111111,0.803906581,1,3,4.554257778,2.714938954,2,11,3.324363148,1.719689776,1.976334248,6.977755466,0.711000571,0.002266052,0.709277179,0.717503762,1.658068953,0.038543781,1.583795855,1.734889985,2.768330878,0.120993893,2.546790289,3.020903314,0.725459346,0.714877886,0.744960516,0.448459346,0.437877886,0.467960516
153,2,137,a,"Spotted hyena, Crocuta crocuta",63369.98,4.802,102,2,1.3,0.333,0.57927538,0.00990614,0.559866445,0.598977892,1.369607843,0.644477205,1,3,3.582649608,1.922546002,2,9,2.365038761,1.113782162,1.673948947,5.227634762,0.623150958,0.00254974,0.619166878,0.62902024,1.407800784,0.009817029,1.388760086,1.427529223,2.244839941,0.03842661,2.170363909,2.321982343,0.62291015,0.618881806,0.632377392,0.28991015,0.285881806,0.299377392
154,2,138,a,Dasyurus hallucatus,365.32,2.563,14,5.7,4.3,1,0.62650594,0.017212346,0.592732579,0.659662533,3.471428571,1.696395342,1,7,8.000512857,3.892569,2,16,5.545130158,2.71509191,1.557596376,11.42192293,0.968314941,0.005732927,0.956148474,0.978377675,3.584440427,0.09497928,3.398882912,3.768167692,6.868659167,0.189312148,6.518484508,7.254536286,0.822348589,0.807822751,0.839771486,-0.177651411,-0.192177249,-0.160228514
155,2,139,a,"Spotted-tailed quoll,  Dasyurus maculatus",3284.15,3.516,6,5,1.8,0.667,0.422101618,0.029497675,0.365137614,0.479434769,1.933333333,1.078065007,1,5,5.88137,3.688297656,2,15,4.602911099,2.593637363,2.125770575,11.33196148,0.818100846,0.018900252,0.784305747,0.856714588,2.257882925,0.11797373,2.035628731,2.492454109,4.285468954,0.303330945,3.754421076,4.929648245,0.793941029,0.780206583,0.812416441,0.126941029,0.113206583,0.145416441
156,2,140,a,"Virginia opossum, Didelphis virginiana",2442.08,3.388,64,8.7,1.4,0.406,0.212666253,0.00552948,0.202122989,0.22362615,1.8515625,1.019266389,1,4,9.599644844,7.239017546,2,28,8.712314919,4.803020813,4.510515788,19.43435607,0.807530928,0.002376529,0.80363492,0.812797941,2.114462103,0.036540166,2.045280976,2.18739653,6.587539382,0.171461747,6.260448517,6.926475841,0.832239136,0.82203468,0.845694362,0.426239136,0.41603468,0.439694362
157,2,141,a,"Big brown bat, Eptesicus fuscus",17.49,1.243,26,2,1.5,0.462,0.597350022,0.0198931,0.558270163,0.635795549,1.415384615,0.665462551,1,3,3.625483846,1.915450897,2,9,2.372081394,1.11871492,1.580886862,5.180470064,0.62066247,0.003296441,0.618037716,0.629651788,1.426159147,0.020218735,1.387222453,1.466055912,2.513890608,0.084179821,2.359248978,2.686871165,0.62291015,0.618881806,0.632377392,0.16091015,0.156881806,0.170377392
158,2,142,a,"Western European hedgehog, Erinaceus europaeus",777.95,2.891,5,5,1.4,0.4,0.356616911,0.028671092,0.301893609,0.413377992,1.92,1.055273532,1,4,6.582122,4.325187324,2,18,5.419195244,3.020848595,2.479505707,12.60396122,0.782983309,0.011820624,0.768951548,0.81161646,2.006016129,0.105946309,1.809499291,2.221194363,3.951496532,0.322080897,3.386730857,4.637395298,0.793941029,0.780206583,0.812416441,0.393941029,0.380206583,0.412416441
159,2,143,a,"Domestic cat, Felis catus",2884.8,3.46,92,3.8,1.8,0.554,0.471031139,0.008258419,0.454828967,0.487359242,1.840217391,0.935711798,1,4,5.247300761,3.012111666,2,13,3.907986838,1.988617557,2.06439771,8.575862103,0.767448621,0.004196657,0.759580711,0.776089738,1.964742075,0.02306925,1.919812399,2.010686036,3.822578974,0.067077683,3.693374098,3.957531579,0.765467153,0.753801413,0.783021648,0.211467153,0.199801413,0.229021648
160,2,144,a,"Wolverine, Gulo gulo",12792.49,4.107,43,2.1,1,0,0.571042235,0.015568195,0.540598075,0.601457168,1.339534884,0.571468813,1,3,3.545978837,1.826211029,2,8,2.347519041,1.003916571,1.668607619,5.237064198,0.635463043,0.002922044,0.63245356,0.643050006,1.443374973,0.016973007,1.410704875,1.477049615,1.752488173,0.047879246,1.662628783,1.849803108,0.636139216,0.631222422,0.647276032,0.636139216,0.631222422,0.647276032
161,2,145,a,"Silvery mole rat, Heliophobius argenteocinereus",159.46,2.203,11,3.5,1.1,0.091,0.426992386,0.024852456,0.379074207,0.475392878,1.536363636,0.642117142,1,3,4.805089091,2.720281421,2,12,3.610405602,1.526352407,2.131206484,7.240419577,0.735087503,0.004129414,0.731746477,0.74649307,1.743588603,0.057532003,1.635233918,1.858191794,2.584964958,0.151812089,2.313875642,2.901806509,0.75295129,0.741527225,0.771161009,0.66195129,0.650527225,0.680161009
162,2,146,a,"Striped hyena, Hyaena hyaena",35070.51,4.545,4,2.5,1.5,0.5,0.508748741,0.046647289,0.416248281,0.600836119,1.4,0.62450058,1,3,3.9723075,2.212804299,2,10,2.775548101,1.27060114,1.687416664,6.141004808,0.684372574,0.013827585,0.67532709,0.72455785,1.532860996,0.066618574,1.406924275,1.670223155,2.973801537,0.279442698,2.496521017,3.603618487,0.682402904,0.674467898,0.698698664,0.182402904,0.174467898,0.198698664
163,2,147,a,"Brandt's vole, Lasiopodomys brandtii",40,1.602,27,7.1,1.5,0.458,0.263630308,0.009938205,0.244301549,0.283140731,1.911111111,0.999753241,1,4,8.249327407,5.743346481,2,23,7.259544091,3.810282245,3.587543908,16.10495596,0.802316371,0.004665639,0.794620388,0.812581742,2.112695529,0.0536257,2.009569428,2.21911349,5.697897978,0.215515893,5.297718902,6.139952894,0.824356694,0.810896868,0.840729606,0.366356694,0.352896868,0.382729606
164,2,148,a,Lasiurus borealis,10,1,31,3.1,1.9,0.71,0.53660575,0.015516851,0.506012776,0.567420795,1.774193548,0.909082542,1,4,4.70406129,2.618396069,2,11,3.309100139,1.698985416,1.780530623,7.603131501,0.737628235,0.00727531,0.724689755,0.753387086,1.832629746,0.033673839,1.767154576,1.900474873,3.543745422,0.102831987,3.348484965,3.754845907,0.729912801,0.72015698,0.747234163,0.019912801,0.01015698,0.037234163
165,2,149,a,"Snowshoe hare, Lepus americanus",1568.42,3.195,16,4,1.3,0.25,0.387675886,0.019110204,0.350827735,0.425907991,1.54375,0.757024633,1,3,5.138065625,3.215427261,2,13,3.991789118,1.969851645,2.374597742,8.260147658,0.750683933,0.003458517,0.747706738,0.760240077,1.805022417,0.0521369,1.706357919,1.91123843,3.361506626,0.166569952,3.05230244,3.705522317,0.772681191,0.760906774,0.790213524,0.522681191,0.510906774,0.540213524
166,2,150,a,"African wild dog, Lycaon pictus",21999.9,4.342,6,4.2,1.2,0.167,0.374622239,0.031177785,0.315579276,0.436036836,1.45,0.643558356,1,3,5.0109,3.119556177,2,13,3.897761292,1.767035469,2.324601287,8.383663553,0.758508637,0.007094544,0.752868667,0.778290415,1.829838281,0.09039329,1.663868764,2.012941502,3.225733483,0.272396299,2.752061068,3.802531069,0.77856024,0.766533294,0.796171194,0.61156024,0.599533294,0.629171194
167,2,151,a,"Alpine marmot, Marmota marmota",4059.15,3.608,68,3.5,1.3,0.265,0.445837604,0.010065172,0.425913953,0.465175452,1.625,0.818333194,1,4,4.879405588,2.901025273,2,12,3.646686542,1.838755616,2.160432215,8.836358897,0.73688504,0.002532971,0.732804822,0.742492276,1.786947955,0.023857597,1.740163826,1.833207271,2.917349233,0.066008765,2.794644457,3.052259716,0.75295129,0.741527225,0.771161009,0.48795129,0.476527225,0.506161009
168,2,152,a,"Woodchuck, Marmota monax",3880.93,3.589,26,3.5,1.8,0.631,0.533282443,0.016265722,0.501220128,0.564931894,1.903846154,0.969925152,1,4,5.024321923,2.768549233,2,12,3.573382095,1.824606124,1.789679382,7.681815318,0.776484545,0.009785022,0.758221607,0.796395558,2.0062012,0.042921216,1.922774171,2.090833234,3.378470345,0.103323505,3.186224782,3.591236461,0.75295129,0.741527225,0.771161009,0.12195129,0.110527225,0.140161009
169,2,153,a,"Natal multimammate mouse, Mastomys natalensis",41.85,1.622,36,9.9,1.9,0.67,0.226754742,0.00712554,0.213047915,0.240709892,2.194444444,1.181323444,1,5,10.56247333,7.537516322,2,30,9.687183071,5.226331405,4.220598528,22.48003177,0.838207588,0.005959509,0.827105452,0.850186426,2.436181514,0.057645083,2.326213268,2.549972436,8.387383824,0.263986315,7.893319153,8.918181638,0.829533411,0.822552192,0.840235029,0.159533411,0.152552192,0.170235029
170,2,154,a,"Eurasian badger, Meles meles",11884.03,4.075,174,2,1.4,0.396,0.6045955,0.007661665,0.589426656,0.619299505,1.400574713,0.651170241,1,3,3.56646454,1.864222132,2,8,2.316920739,1.077695216,1.617816275,5.00514217,0.618781341,0.000706975,0.618037782,0.62061093,1.433319355,0.007868448,1.417863175,1.448540077,2.315970012,0.029380921,2.260618631,2.375189493,0.62291015,0.618881806,0.632377392,0.22691015,0.222881806,0.236377392
171,2,155,a,"Gray mouse lemur, Microcebus murinus",69,1.839,26,2,1.7,0.654,0.62823004,0.019228384,0.590352689,0.665610561,1.534615385,0.781242902,1,3,3.78859,2.053874512,2,9,2.445056525,1.247579894,1.511750607,4.992719346,0.619456085,0.001896661,0.618035546,0.624909005,1.458256901,0.020445083,1.418794605,1.498812822,2.708558857,0.083192388,2.554046012,2.879634548,0.62291015,0.618881806,0.632377392,-0.03108985,-0.035118194,-0.021622608
172,2,156,a,"Prairie vole, Microtus ochrogaster",42.5,1.628,9,4.8,1.6,0.556,0.360464993,0.022584183,0.317467351,0.405448944,1.777777778,0.96353313,1,4,6.10607,3.98797514,2,17,4.951356138,2.70689676,2.514980689,12.1287042,0.775670635,0.008279269,0.765525973,0.795764588,1.960652104,0.078888344,1.813838698,2.120997903,4.456220524,0.280579144,3.946242864,5.039888345,0.790368381,0.777065462,0.808710403,0.234368381,0.221065462,0.252710403
173,2,157,a,"Tundra vole, Microtus oeconomus",33.1,1.52,21,5.3,1.6,0.381,0.341690707,0.014059904,0.314332669,0.369298894,1.871428571,0.969851892,1,4,6.621538095,4.26714168,2,17,5.486277752,2.854657331,2.747112183,12.0677352,0.786262379,0.006127571,0.776233144,0.799801025,2.033172502,0.055483576,1.926709027,2.143580719,4.690558078,0.193817468,4.332533965,5.09014862,0.798326421,0.784078284,0.816838526,0.417326421,0.403078284,0.435838526
174,2,158,b,"House mouse, Mus musculus",19.3,1.286,146,4.1,1.4,0.336,0.343339926,0.002833906,0.337859459,0.348984928,1.671280277,0.851564061,1,4,5.983405692,3.888927605,2,16,4.868044848,2.480815132,2.872808286,11.63003018,0.77492859,0.023049386,0.75115487,0.800509922,1.918678411,0.205816558,1.700714692,2.144268019,3.786593063,0.292966324,3.448264366,4.133648314,0.775814265,0.763938768,0.79336959,0.439814265,0.427938768,0.45736959
175,2,158,b,"House mouse, Mus musculus",19.3,1.286,143,5.6,1.2,0.203,0.343339926,0.002833906,0.337859459,0.348984928,1.671280277,0.851564061,1,4,5.983405692,3.888927605,2,16,4.868044848,2.480815132,2.872808286,11.63003018,0.77492859,0.023049386,0.75115487,0.800509922,1.918678411,0.205816558,1.700714692,2.144268019,3.786593063,0.292966324,3.448264366,4.133648314,0.802835535,0.788316329,0.821183322,0.599835535,0.585316329,0.618183322
176,2,159,a,"Ermine, Mustela erminea",284.5,2.454,5,8.4,1.2,0.2,0.224134187,0.020621302,0.185201483,0.266671262,1.84,0.856972268,1,4,9.192582,6.511245884,2,26,8.279682532,3.948894478,3.903258743,17.44440886,0.810569126,0.00977955,0.800439694,0.836102864,2.138471816,0.132617188,1.894845515,2.418726832,5.399792956,0.50281314,4.499922455,6.479429767,0.831830088,0.820898268,0.845897067,0.631830088,0.620898268,0.645897067
177,2,160,a,Myodes rufocanus,38.5,1.585,215,4.2,1.24,0.233,0.372446116,0.005037943,0.362717261,0.382512166,1.588372093,0.801367833,1,4,5.403600186,3.436045062,2,14,4.265483113,2.152997384,2.623168944,10.64274191,0.754486376,0.000815798,0.753217925,0.75637313,1.82172033,0.014537352,1.793787139,1.850907692,3.329949628,0.045032002,3.241726954,3.418640726,0.775136331,0.763846676,0.791677582,0.542136331,0.530846676,0.558677582
178,2,161,a,"Red-backed vole, Myodes rutilus",30,1.477,215,4.3,1.2,0.232,0.356675608,0.004895455,0.347121626,0.366213774,1.553488372,0.768371548,1,3,5.470781349,3.517941517,2,15,4.356286433,2.155697713,2.739043707,8.656440598,0.755759793,0.000447907,0.755238807,0.756872026,1.804522717,0.014343397,1.776666394,1.832601898,3.365035628,0.046204463,3.276774619,3.45700155,0.780916169,0.768711411,0.798623209,0.548916169,0.536711411,0.566623209
179,2,162,a,"Big-eared woodrat, Neotoma macrotis",225.74,2.354,25,2.2,1.2,0.2,0.563553092,0.020180138,0.523796217,0.602712079,1.38,0.635295334,1,3,3.666068,1.967569609,2,9,2.451902557,1.132922573,1.66764376,5.430442194,0.647122053,0.002759212,0.645107377,0.654962379,1.478733864,0.024010873,1.432380433,1.526256614,2.13208918,0.076688212,1.991000415,2.290967289,0.648686292,0.642936941,0.661330209,0.448686292,0.442936941,0.461330209
180,2,163,a,"American mink, Neovison vison",1075,3.031,5,3.6,1.6,0.6,0.46180946,0.038846044,0.385519525,0.538745325,1.52,0.727736944,1,3,4.528392,2.652751019,2,11,3.315161017,1.618274002,1.889648327,7.43060632,0.752045595,0.01484506,0.735426014,0.789312186,1.865125518,0.098507508,1.678670387,2.066987415,3.489643175,0.299592214,2.969863358,4.15024375,0.757188657,0.745702609,0.775005797,0.157188657,0.145702609,0.175005797
181,2,164,b,"White-tailed deer, Odocoileus virginianus",75901.25,4.88,27,2.1,1.3,0.259,0.605496973,0.009777291,0.586282311,0.624933323,1.387037037,0.62228563,1,3,3.533534444,1.812172832,2,8,2.291338957,1.028795211,1.604809593,4.985485135,0.625875895,0.007092253,0.618040278,0.634201937,1.458003798,0.026006278,1.417845031,1.500341237,2.230155007,0.090124225,2.091220755,2.375262235,0.636139216,0.631222422,0.647276032,0.377139216,0.372222422,0.388276032
182,2,164,b,"White-tailed deer, Odocoileus virginianus",75901.25,4.88,27,2,1.4,0.37,0.605496973,0.009777291,0.586282311,0.624933323,1.387037037,0.62228563,1,3,3.533534444,1.812172832,2,8,2.291338957,1.028795211,1.604809593,4.985485135,0.625875895,0.007092253,0.618040278,0.634201937,1.458003798,0.026006278,1.417845031,1.500341237,2.230155007,0.090124225,2.091220755,2.375262235,0.62291015,0.618881806,0.632377392,0.25291015,0.248881806,0.262377392
183,2,165,a,"Mouflon, Ovis aries",39097.89,4.592,80,2,1.7,0.738,0.637008435,0.0110061,0.61553482,0.658750037,1.505,0.738224267,1,3,3.6958395,1.94558895,2,9,2.363311682,1.16013127,1.523842314,4.816704336,0.619473652,0.001343116,0.618040573,0.62294619,1.467456215,0.011853846,1.444601156,1.49114636,2.669521501,0.046148494,2.580645015,2.761825886,0.62291015,0.618881806,0.632377392,-0.11508985,-0.119118194,-0.105622608
184,2,166,a,"Canyon mouse, Peromyscus crinitus",17,1.23,10,3.8,1.2,0.2,0.388680945,0.025109638,0.340413453,0.437788389,1.46,0.75392345,1,4,4.894977,3.171628167,2,13,3.772088853,1.96736042,2.305874442,9.680277365,0.744620557,0.003799133,0.741910257,0.755070771,1.747124524,0.063258755,1.628565996,1.87363722,3.100347002,0.201832901,2.741050314,3.525125075,0.765467153,0.753801413,0.783021648,0.565467153,0.553801413,0.583021648
185,2,167,a,"Guadeloupe racoon, Procyon lotor",6373.72,3.804,8,4,1.9,0.875,0.44812467,0.027143264,0.393974034,0.501605593,1.8875,0.92187028,1,4,5.55197875,3.172299369,2,13,4.227633928,2.084845563,2.040018206,9.158726487,0.771607881,0.013080437,0.750475235,0.801029978,1.977094967,0.079915227,1.821603899,2.138361554,4.255631504,0.260815056,3.787836566,4.822652853,0.772681191,0.760906774,0.790213524,-0.102318809,-0.114093226,-0.084786476
186,2,168,a,"Wild boar, Sus scrofa",169000,5.228,30,4.5,1.1,0.1,0.326279607,0.012666795,0.301772195,0.351614202,1.483333333,0.685362954,1,3,5.627002667,3.685453502,2,15,4.553076507,2.112765061,2.869283509,9.517785525,0.760879913,0.00177617,0.759621863,0.765872043,1.767425834,0.038188709,1.694510838,1.84480775,3.376438758,0.131513236,3.128428817,3.64513371,0.784860548,0.772242373,0.802829441,0.684860548,0.672242373,0.702829441
187,2,169,a,"Eastern chipmunk, Tamias straitus",93.4,1.97,43,2.8,2.5,0.86,0.624258984,0.01336958,0.597889216,0.649894804,1.902325581,0.939937854,1,4,4.619011395,2.389162924,2,10,3.048735766,1.508148438,1.551070547,6.447468724,0.748384127,0.008499916,0.73234366,0.76537323,1.868701876,0.027163971,1.815741593,1.921418809,4.006590401,0.086068627,3.846776411,4.181376637,0.709879757,0.700203046,0.728473216,-0.150120243,-0.159796954,-0.131526784
188,2,170,a,"Red squirrel, Tamiasciurus hudsonicus",200.24,2.302,44,3,2,0.727,0.574930337,0.013126554,0.548607092,0.600148,1.836363636,1.022717288,1,4.024999999,4.661105909,2.69038586,2,11,3.195732395,1.781753307,1.677314245,7.578725982,0.745899349,0.007361545,0.731977534,0.76077785,1.868508116,0.028246814,1.812526225,1.923405356,3.480500628,0.079688637,3.332511312,3.645596329,0.725459346,0.714877886,0.744960516,-0.001540654,-0.012122114,0.017960516
189,2,171,a,"Honey possum, Tarsipes rostratus",9.66,0.985,5,2.4,2,1,0.586345087,0.042855741,0.503332806,0.670037434,1.48,0.727736944,1,3,3.815784,2.087520343,2,9,2.537854785,1.26556859,1.509217083,5.485145475,0.676710286,0.011861801,0.66635141,0.709269937,1.601314327,0.062661486,1.484844679,1.728894508,3.429533493,0.255573219,2.984907853,3.973514101,0.671843565,0.664587514,0.687067138,-0.328156435,-0.335412486,-0.312932862
190,2,172,a,"Large treeshrew, Tupaia tana",182.33,2.261,9,2,1.3,0.333,0.642960911,0.034221494,0.574967339,0.707423907,1.411111111,0.612725482,1,3,3.478362222,1.711763729,2,8,2.201016105,0.964461909,1.425433454,4.714669877,0.623304014,0.006553544,0.618040811,0.641329759,1.474733134,0.037152874,1.403476604,1.547297687,2.02770775,0.109526386,1.837653475,2.260997995,0.62291015,0.618881806,0.632377392,0.28991015,0.285881806,0.299377392
191,2,173,b,"Columbian ground squirrel, Urocitellus columbianus",576,2.76,147,3,1.8,0.578,0.551492206,0.004827148,0.54210623,0.560896501,1.711363636,0.872682895,1,4,4.484129347,2.480888977,2,11,3.103388814,1.582817896,1.787311272,7.252621116,0.722028068,0.0115555,0.707801574,0.737312062,1.772855323,0.046709724,1.712449794,1.835320058,3.354792157,0.095312022,3.217317237,3.495541239,0.725459346,0.714877886,0.744960516,0.147459346,0.136877886,0.166960516
192,2,173,b,"Columbian ground squirrel, Urocitellus columbianus",576,2.76,29,2.8,1.9,0.724,0.551492206,0.004827148,0.54210623,0.560896501,1.711363636,0.872682895,1,4,4.484129347,2.480888977,2,11,3.103388814,1.582817896,1.787311272,7.252621116,0.722028068,0.0115555,0.707801574,0.737312062,1.772855323,0.046709724,1.712449794,1.835320058,3.354792157,0.095312022,3.217317237,3.495541239,0.709879757,0.700203046,0.728473216,-0.014120243,-0.023796954,0.004473216
193,2,174,a,"Richardson's ground squirrel, Urocitellus richardsonii",360,2.556,15,5.7,2.1,0.8,0.387447074,0.016451497,0.355546765,0.420368635,2.246666667,1.290667786,1,5,7.083369333,4.51794413,2,18,5.809137616,3.349438321,2.427533863,13.44364402,0.83037256,0.011297269,0.80910725,0.853483595,2.353122879,0.076415295,2.206998505,2.508126259,5.429906081,0.231483345,4.995615331,5.906396028,0.804617292,0.79007765,0.822864678,0.004617292,-0.00992235,0.022864678
194,2,175,a,"Gray fox, Urocyon cinereoargenteus",3833.71,3.584,7,3.3,1.1,0.143,0.389878292,0.030543408,0.330826613,0.451154785,1.428571429,0.68809161,1,4,4.801412857,3.034731434,2,13,3.686998637,1.805532302,2.249283399,9.443384112,0.734895692,0.013474591,0.723755762,0.77159436,1.601155824,0.061067199,1.486618789,1.7273533,2.838988951,0.226023878,2.438187597,3.325004566,0.743707535,0.732428739,0.762867539,0.600707535,0.589428739,0.619867539
195,2,176,a,"American black bear, Ursus americanus",110500,5.043,5,2.4,1.2,0.2,0.523897628,0.041399096,0.44187117,0.605108664,1.5,0.9000009,1,3,4.125628,2.621402554,2,12,2.881371299,1.749874901,1.672778689,6.508850992,0.673630023,0.010906474,0.666339349,0.705507712,1.513610864,0.055704757,1.407786601,1.627245156,2.305097039,0.185643765,1.983114888,2.715723684,0.671843565,0.664587514,0.687067138,0.471843565,0.464587514,0.487067138
196,2,177,a,"Brown bear, Ursus arctos",196287.5,5.293,69,2,1.1,0.145,0.56362953,0.012641192,0.538959898,0.588079212,1.28115942,0.534945617,1,3,3.435217826,1.77754446,2,8,2.274197746,0.95119992,1.704789047,5.284027312,0.628187403,0.004684156,0.620863174,0.638822582,1.392506282,0.012256017,1.36888782,1.41651006,1.95262001,0.043874154,1.870496317,2.040968176,0.62291015,0.618881806,0.632377392,0.47791015,0.473881806,0.487377392
197,2,178,a,"Arctic fox, Vulpes lagopus",3584.37,3.554,8,5.4,1.1,0.125,0.303297724,0.021466212,0.262317893,0.346485304,1.6875,0.830568849,1,3,6.65185375,4.474802562,2,18,5.591867621,2.787776188,2.941089963,10.98264615,0.778671552,0.004771908,0.774876475,0.79181097,1.910277103,0.082691172,1.756193818,2.080181365,3.645069264,0.259455625,3.174737826,4.193385314,0.799743933,0.785373909,0.818223874,0.674743933,0.660373909,0.693223874
198,2,179,a,"Red fox, Vulpes vulpes",4820.36,3.683,12,3.8,1.8,0.5,0.488833792,0.022856927,0.444430489,0.53288748,1.916666667,0.890537038,1,4,5.327365833,2.850823136,2,12,3.929530735,1.837140357,1.912666427,8.350345392,0.777695727,0.012782295,0.755193654,0.804260799,2.015765331,0.065207043,1.891518486,2.143819918,3.690341908,0.173820442,3.377823778,4.050127174,0.765467153,0.753801413,0.783021648,0.265467153,0.253801413,0.283021648
199,2,180,a,"Round-tailed ground squirrel, Xerospermophilus tereticaudus",163.3,2.213,31,4.1,2.5,0.548,0.561713208,0.01425083,0.533860464,0.589342493,2.229032258,1.167764401,1,5,5.621488065,3.052707489,2,13,3.970835711,2.083398863,1.717985463,8.913895748,0.850340095,0.009921311,0.830943522,0.869536028,2.384362996,0.049287353,2.288955237,2.480849954,4.453542223,0.113305494,4.242015518,4.682871589,0.775814265,0.763938768,0.79336959,0.227814265,0.215938768,0.24536959